conversation_id,user_id,day_code,turn_count,distinct_moves,review_concept_count,review_concept_rate,all_moves_are_review_concept,has_repeated_review_concept,has_any_check_question,has_any_citation,has_any_misconception,has_any_follow_up,has_down_rating,avg_latency_ms,median_answer_words
C0248,U0265,New learning material,6,1,6,1.0,True,True,False,True,False,False,False,2009.5,187.0
C0249,U0014,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1675.0,189.0
C0250,U0211,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1868.0,140.0
C0251,U0168,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1693.0,172.0
C0252,U0044,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1687.0,199.0
C0253,U0311,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,5216.0,94.0
C0254,U0116,Lecture_material_ms204i6x_gqwyya,2,1,2,1.0,True,True,False,True,False,False,False,1638.5,110.0
C0255,U0356,Lecture_material_ms4x7dx1_t0qyxg,5,1,5,1.0,True,True,False,True,False,False,False,1657.6,176.0
C0256,U0080,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1561.0,195.0
C0257,U0044,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,2190.0,209.0
C0258,U0240,Lecture_material_ms204i6x_gqwyya,3,1,3,1.0,True,True,False,True,False,False,False,1740.0,183.0
C0259,U0127,Lecture_material_ms4x7dx1_t0qyxg,3,1,3,1.0,True,True,False,True,False,False,False,1562.33,185.0
C0260,U0242,day02-c301,2,1,2,1.0,True,True,False,True,False,False,False,1440.0,99.0
C0261,U0262,Lecture_material_ms5rpr5o_wgl8wy,3,1,3,1.0,True,True,False,True,False,False,False,1708.67,108.0
C0262,U0291,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,5311.0,194.5
C0263,U0182,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,1552.0,60.0
C0264,U0213,New learning material,5,2,4,0.8,False,True,True,True,False,False,False,3564.2,188.0
C0265,U0314,Lecture_material_ms203vsq_ob7vqp,4,2,3,0.75,False,True,False,True,False,False,False,1828.75,275.5
C0266,U0359,New learning material,1,1,1,1.0,True,False,False,True,False,False,True,1844.0,149.0
C0267,U0115,Lecture_material_ms4ahenz_7cpqa2,2,1,2,1.0,True,True,False,True,False,False,False,2223.5,200.0
C0268,U0226,Lecture_material_ms2044ey_k6uor3,3,2,2,0.6666666666666666,False,True,True,False,False,False,False,1541.67,51.0
C0269,U0294,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,False,True,False,False,False,1793.0,236.0
C0270,U0081,day02-c301,1,1,1,1.0,True,False,False,False,False,False,True,1759.0,56.0
C0271,U0055,New learning material,2,2,1,0.5,False,False,False,False,False,False,False,1758.0,106.0
C0272,U0341,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1687.0,144.0
C0273,U0006,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1629.0,201.0
C0274,U0320,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,True,False,False,False,1583.0,170.0
C0275,U0048,Lecture_material_ms2039d0_hnxpxy,5,1,5,1.0,True,True,False,True,False,False,False,1780.8,201.0
C0276,U0066,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1537.0,187.0
C0277,U0088,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1896.0,232.0
C0278,U0155,Lecture_material_ms2039d0_hnxpxy,1,1,1,1.0,True,False,False,False,False,False,False,1552.0,84.0
C0279,U0200,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,3780.0,162.5
C0280,U0091,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,True,1488.0,76.0
C0281,U0244,New learning material,1,1,0,0.0,False,False,True,False,False,False,False,5293.0,207.0
C0282,U0008,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1910.0,237.0
C0283,U0235,Lecture_material_ms4ahenz_7cpqa2,2,1,2,1.0,True,True,True,True,False,False,False,1616.5,116.0
C0284,U0290,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,4080.0,79.0
C0285,U0302,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1704.0,153.0
C0286,U0181,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1617.0,191.0
C0287,U0175,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,5227.0,233.5
C0288,U0352,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1867.0,237.0
C0289,U0026,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3917.0,124.0
C0290,U0165,Lecture_material_ms2044ey_k6uor3,4,1,4,1.0,True,True,False,True,False,False,False,1725.75,173.5
C0291,U0224,Lecture_material_ms4x7dx1_t0qyxg,2,1,2,1.0,True,True,False,True,False,False,False,1822.0,200.0
C0292,U0345,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,True,True,False,False,False,2006.0,313.0
C0293,U0264,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,3378.5,316.5
C0294,U0307,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,False,False,False,False,1416.0,62.0
C0295,U0014,Day 1,3,3,1,0.3333333333333333,False,False,True,True,False,False,False,3880.0,147.0
C0296,U0102,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1799.0,169.0
C0297,U0190,Lecture_material_ms5r18w1_oe5xlz,1,1,1,1.0,True,False,False,False,False,False,False,1356.0,61.0
C0298,U0138,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,False,False,False,False,1454.0,120.0
C0299,U0300,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,True,True,False,False,False,1660.0,141.0
C0300,U0274,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1944.0,83.0
C0301,U0225,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,3192.5,245.0
C0302,U0323,day02-c301,4,1,4,1.0,True,True,False,True,False,False,False,2200.0,219.5
C0303,U0073,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,2829.5,168.5
C0304,U0310,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,5068.0,118.0
C0305,U0338,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,False,False,False,False,1479.5,68.0
C0306,U0076,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1782.0,69.0
C0307,U0082,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1951.0,253.0
C0308,U0145,Day1-C401,1,1,1,1.0,True,False,False,True,False,False,False,2663.0,223.0
C0309,U0177,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,2016.0,261.0
C0310,U0113,New learning material,3,1,0,0.0,False,False,True,False,False,False,False,5189.67,83.0
C0311,U0072,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1743.0,208.0
C0312,U0299,Lecture_material_ms2044ey_k6uor3,5,1,5,1.0,True,True,True,True,False,False,False,1853.0,185.0
C0313,U0198,Lecture_material_ms203vsq_ob7vqp,7,2,6,0.8571428571428571,False,True,True,True,False,False,False,1607.43,152.0
C0314,U0259,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,False,False,False,False,1598.0,70.0
C0315,U0295,Lecture_material_ms2044ey_k6uor3,1,1,0,0.0,False,False,False,False,False,False,False,1785.0,114.0
C0316,U0218,day02-c301,1,1,0,0.0,False,False,False,False,False,False,True,1819.0,72.0
C0317,U0103,Lecture_material_ms5rpr5o_wgl8wy,1,1,1,1.0,True,False,False,False,False,False,False,1348.0,70.0
C0318,U0013,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3598.0,240.0
C0319,U0028,New learning material,3,2,2,0.6666666666666666,False,True,True,True,False,False,False,5157.33,283.0
C0320,U0047,New learning material,13,2,6,0.46153846153846156,False,True,True,True,False,False,False,2415.46,100.0
C0321,U0245,Lecture_material_ms2044ey_k6uor3,4,1,4,1.0,True,True,False,True,False,False,False,1703.0,164.5
C0322,U0167,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1423.0,83.0
C0323,U0283,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,False,False,False,False,1425.0,58.0
C0324,U0136,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,8289.0,87.0
C0325,U0146,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,True,False,False,False,1995.0,210.5
C0326,U0252,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,1781.0,152.5
C0327,U0018,day02-c301,1,1,0,0.0,False,False,False,True,False,False,True,1664.0,130.0
C0328,U0142,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1841.0,236.0
C0329,U0184,Lecture_material_ms2044ey_k6uor3,4,1,4,1.0,True,True,False,True,False,False,False,1649.75,175.0
C0330,U0278,Lecture_material_ms4ahenz_7cpqa2,1,1,0,0.0,False,False,False,True,False,False,False,1709.0,144.0
C0331,U0124,Lecture_material_ms203vsq_ob7vqp,4,1,4,1.0,True,True,True,True,False,False,False,1577.5,100.5
C0332,U0223,Lecture_material_ms1wxott_9fsh7f,2,1,2,1.0,True,True,True,False,False,False,False,1472.0,48.5
C0333,U0015,Lecture_material_ms2044ey_k6uor3,2,2,1,0.5,False,False,False,True,False,False,False,1509.0,95.0
C0334,U0241,New learning material,3,1,3,1.0,True,True,False,True,False,False,False,1841.67,167.0
C0335,U0367,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,True,False,False,False,False,1858.0,321.0
C0336,U0275,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,5733.0,290.0
C0337,U0028,Lecture_material_ms5r18w1_oe5xlz,9,3,7,0.7777777777777778,False,True,False,False,False,False,True,1522.11,81.0
C0338,U0308,Lecture_material_ms2lb2ke_c1je8j,2,1,2,1.0,True,True,False,True,False,False,False,1744.0,185.5
C0339,U0099,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1965.0,112.0
C0340,U0327,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,1914.5,180.0
C0341,U0324,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,1637.0,59.0
C0342,U0168,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,True,False,False,False,1425.0,150.0
C0343,U0162,Lecture_material_ms2044ey_k6uor3,5,1,5,1.0,True,True,False,True,False,False,True,1693.8,146.0
C0344,U0098,Lecture_material_ms5rpr5o_wgl8wy,4,1,4,1.0,True,True,True,True,False,False,False,1495.25,101.5
C0345,U0368,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,False,False,False,False,2082.5,98.5
C0346,U0093,New learning material,2,1,2,1.0,True,True,False,False,False,False,False,1673.0,73.0
C0347,U0074,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,4340.0,85.0
C0348,U0124,Lecture_material_ms2044ey_k6uor3,3,1,3,1.0,True,True,False,True,False,False,False,1738.67,205.0
C0349,U0208,day02-c301,2,1,2,1.0,True,True,False,True,False,False,False,1832.5,168.0
C0350,U0085,Lecture_material_ms5rpr5o_wgl8wy,3,1,3,1.0,True,True,False,True,False,False,False,1775.67,231.0
C0351,U0317,day02-c301,1,1,1,1.0,True,False,False,False,False,False,False,2007.0,195.0
C0352,U0293,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1762.0,57.0
C0353,U0076,Lecture_material_ms5r18w1_oe5xlz,2,1,2,1.0,True,True,False,False,False,False,True,1460.5,78.5
C0354,U0213,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,5822.0,219.0
C0355,U0014,Lecture_material_ms204v3b_r9mo78,1,1,1,1.0,True,False,False,True,False,False,False,1610.0,152.0
C0356,U0111,Lecture_material_ms4ahenz_7cpqa2,2,1,2,1.0,True,True,False,True,False,False,False,1846.5,242.0
C0357,U0013,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1989.0,325.0
C0358,U0227,day02-c301,2,1,2,1.0,True,True,False,False,False,False,False,1701.0,65.0
C0359,U0338,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,5886.0,199.0
C0360,U0212,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1686.0,69.0
C0361,U0272,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,3987.0,90.0
C0362,U0211,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,True,False,False,False,1553.0,112.0
C0363,U0131,Lecture_material_ms2lb2ke_c1je8j,10,1,10,1.0,True,True,True,True,False,False,False,1859.4,220.0
C0364,U0029,Lecture_material_ms5r18w1_oe5xlz,4,1,4,1.0,True,True,False,True,False,False,False,1875.5,187.0
C0365,U0277,Day1-C302,10,2,3,0.3,False,True,True,False,False,False,False,1506.6,37.0
C0366,U0245,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,2126.0,206.0
C0367,U0030,New learning material,3,1,3,1.0,True,True,False,True,False,False,True,1951.0,106.0
C0368,U0010,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1590.0,195.0
C0369,U0324,New learning material,3,2,2,0.6666666666666666,False,True,True,False,False,False,False,1818.67,70.0
C0370,U0141,Lecture_material_ms4ahenz_7cpqa2,3,2,2,0.6666666666666666,False,True,True,True,False,False,False,1455.33,65.0
C0371,U0323,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1662.0,242.0
C0372,U0212,day02-c301,2,1,2,1.0,True,True,False,True,False,False,False,1795.0,213.5
C0373,U0157,Lecture_material_ms2044ey_k6uor3,3,1,3,1.0,True,True,True,True,False,False,False,1829.33,145.0
C0374,U0349,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,2009.5,266.0
C0375,U0250,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,4884.0,232.0
C0376,U0143,New learning material,4,2,2,0.5,False,False,False,True,False,False,False,1729.75,102.5
C0377,U0335,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,True,False,False,False,1713.5,185.5
C0378,U0029,New learning material,14,1,14,1.0,True,True,True,True,False,False,False,3439.57,277.0
C0379,U0279,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,7521.0,51.0
C0380,U0030,Lecture_material_ms203vsq_ob7vqp,1,1,0,0.0,False,False,True,False,False,False,False,1594.0,74.0
C0381,U0046,Lecture_material_ms4ahenz_7cpqa2,3,1,3,1.0,True,True,False,True,False,False,False,1659.33,190.0
C0382,U0200,Lecture_material_ms4ahenz_7cpqa2,2,1,2,1.0,True,True,False,True,False,False,False,1624.0,155.5
C0383,U0234,Lecture_material_ms1ux6r8_nz0abf,6,1,6,1.0,True,True,False,True,False,False,False,1765.17,195.5
C0384,U0022,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,True,True,False,False,False,1954.0,224.0
C0385,U0268,New learning material,4,1,4,1.0,True,True,True,True,False,False,False,2034.0,172.0
C0386,U0194,Lecture_material_ms4ahenz_7cpqa2,2,1,0,0.0,False,False,False,True,False,False,False,2170.0,214.0
C0387,U0064,Lecture_material_ms2lb2ke_c1je8j,3,1,3,1.0,True,True,True,False,False,False,False,1573.33,92.0
C0388,U0141,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,2316.5,290.0
C0389,U0165,Day1-C302,3,1,3,1.0,True,True,False,True,False,False,False,1605.33,212.0
C0390,U0141,Lecture_material_ms4ahenz_7cpqa2,2,1,2,1.0,True,True,False,False,False,False,False,1483.0,94.0
C0391,U0089,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,3172.0,127.0
C0392,U0123,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1598.0,228.0
C0393,U0328,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,2026.5,192.5
C0394,U0256,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1962.0,262.0
C0395,U0172,Lecture_material_ms5r18w1_oe5xlz,1,1,1,1.0,True,False,False,True,False,False,False,1951.0,260.0
C0396,U0146,Lecture_material_ms4ahenz_7cpqa2,2,2,1,0.5,False,False,False,True,False,False,False,1594.0,132.5
C0397,U0068,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1503.0,76.0
C0398,U0274,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,False,False,False,False,1619.0,61.0
C0399,U0078,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1447.0,146.0
C0400,U0106,Lecture_material_ms4ahenz_7cpqa2,8,1,8,1.0,True,True,False,True,False,False,False,1697.12,187.0
C0401,U0361,Lecture_material_ms2039d0_hnxpxy,1,1,1,1.0,True,False,False,False,False,False,False,1703.0,115.0
C0402,U0086,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,False,False,False,False,1631.0,78.0
C0403,U0075,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,False,False,False,False,1607.0,138.0
C0404,U0183,Lecture_material_ms2044ey_k6uor3,2,2,1,0.5,False,False,False,True,False,False,False,1762.5,195.0
C0405,U0331,New learning material,1,1,1,1.0,True,False,True,True,False,False,False,4805.0,195.0
C0406,U0095,Lecture_material_ms4ahenz_7cpqa2,4,2,3,0.75,False,True,False,True,False,False,False,1623.5,144.5
C0407,U0297,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,False,False,False,False,False,1806.0,201.0
C0408,U0158,New learning material,2,1,2,1.0,True,True,False,False,False,False,False,1677.5,86.5
C0409,U0051,New learning material,1,1,1,1.0,True,False,True,False,False,False,False,1651.0,27.0
C0410,U0109,Lecture_material_ms5r18w1_oe5xlz,1,1,0,0.0,False,False,False,True,False,False,False,1813.0,338.0
C0411,U0346,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,2994.0,172.0
C0412,U0064,Lecture_material_ms4ahenz_7cpqa2,3,1,3,1.0,True,True,True,False,False,False,False,1684.0,118.0
C0413,U0004,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,True,False,False,False,True,1531.0,67.0
C0414,U0079,Lecture_material_ms4x7dx1_t0qyxg,2,1,2,1.0,True,True,False,False,False,False,True,1383.5,72.0
C0415,U0099,day02-c301,4,1,4,1.0,True,True,False,True,False,False,False,2080.25,229.5
C0416,U0222,Lecture_material_ms203mb1_squf06,2,1,2,1.0,True,True,False,False,False,False,False,1583.0,61.5
C0417,U0304,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1773.0,229.0
C0418,U0192,New learning material,4,2,3,0.75,False,True,True,True,False,False,False,3665.5,181.0
C0419,U0318,day02-c301,3,1,3,1.0,True,True,True,True,False,False,False,1606.67,207.0
C0420,U0336,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3487.0,269.0
C0421,U0306,Lecture_material_ms4ahenz_7cpqa2,3,1,3,1.0,True,True,False,False,False,False,False,1598.67,95.0
C0422,U0348,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3936.0,218.0
C0423,U0302,New learning material,2,1,2,1.0,True,True,False,False,False,False,False,1718.0,81.0
C0424,U0236,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1437.0,100.0
C0425,U0229,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,False,False,False,False,1858.0,191.0
C0426,U0287,New learning material,2,1,0,0.0,False,False,False,False,False,False,False,5664.5,86.5
C0427,U0202,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,6212.0,248.0
C0428,U0135,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1747.0,81.0
C0429,U0094,Lecture_material_ms204i6x_gqwyya,4,1,4,1.0,True,True,False,False,False,False,False,1594.0,102.5
C0430,U0135,New learning material,5,1,5,1.0,True,True,False,True,False,False,False,1802.2,103.0
C0431,U0285,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,2122.5,182.0
C0432,U0174,Lecture_material_ms5rpr5o_wgl8wy,2,1,2,1.0,True,True,True,True,False,False,False,1502.0,123.5
C0433,U0074,Lecture_material_ms5rpr5o_wgl8wy,1,1,1,1.0,True,False,False,True,False,False,False,1647.0,213.0
C0434,U0228,Lecture_material_ms2044ey_k6uor3,1,1,0,0.0,False,False,False,False,False,False,False,1602.0,85.0
C0435,U0040,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1787.0,132.0
C0436,U0128,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,True,False,False,False,1542.5,137.0
C0437,U0112,Lecture_material_ms5rpr5o_wgl8wy,3,1,3,1.0,True,True,True,False,False,False,False,1487.33,61.0
C0438,U0290,Day 1,2,2,1,0.5,False,False,False,True,False,False,False,5595.5,97.5
C0439,U0243,New learning material,3,1,3,1.0,True,True,False,True,False,False,False,2310.0,203.0
C0440,U0148,New learning material,3,2,1,0.3333333333333333,False,False,True,True,False,False,False,3452.33,105.0
C0441,U0176,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,False,False,False,False,1973.5,165.5
C0442,U0259,New learning material,4,1,4,1.0,True,True,False,True,False,False,False,2331.75,301.0
C0443,U0155,New learning material,3,2,2,0.6666666666666666,False,True,True,True,False,False,False,2609.33,95.0
C0444,U0025,Lecture_material_ms4ahenz_7cpqa2,2,2,1,0.5,False,False,False,False,False,False,True,1503.0,84.0
C0445,U0313,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,True,False,False,False,1903.0,295.0
C0446,U0292,New learning material,1,1,0,0.0,False,False,True,False,False,False,True,4761.0,62.0
C0447,U0227,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,4182.0,109.0
C0448,U0043,New learning material,1,1,0,0.0,False,False,True,False,False,False,False,4704.0,82.0
C0449,U0311,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,True,False,False,False,1721.0,204.0
C0450,U0193,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1794.0,45.0
C0451,U0015,Lecture_material_ms204i6x_gqwyya,5,3,3,0.6,False,False,False,True,False,False,False,1548.6,110.0
C0452,U0077,day02-c301,2,1,2,1.0,True,True,False,True,False,False,False,2054.0,293.5
C0453,U0349,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,False,False,False,False,1650.0,293.0
C0454,U0228,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,False,False,False,False,1601.0,193.0
C0455,U0010,Lecture_material_ms203vsq_ob7vqp,6,1,6,1.0,True,True,True,True,False,False,False,1582.67,159.5
C0456,U0330,New learning material,3,1,3,1.0,True,True,False,False,False,False,False,1767.0,81.0
C0457,U0267,Lecture_material_ms204i6x_gqwyya,3,2,2,0.6666666666666666,False,False,False,True,False,False,False,1628.67,168.0
C0458,U0101,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,True,1958.0,187.0
C0459,U0219,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,True,False,False,False,1729.0,163.0
C0460,U0154,Lecture_material_ms204v3b_r9mo78,1,1,1,1.0,True,False,False,True,False,False,False,1595.0,170.0
C0461,U0323,New learning material,7,1,7,1.0,True,True,False,True,False,False,False,1987.29,249.0
C0462,U0061,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3505.0,165.0
C0463,U0002,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,False,False,False,False,False,1830.0,212.0
C0464,U0173,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,2234.0,266.0
C0465,U0104,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,1794.0,83.0
C0466,U0290,Day 2,2,1,2,1.0,True,True,False,True,False,False,False,4840.0,140.5
C0467,U0153,Lecture_material_ms203vsq_ob7vqp,9,2,8,0.8888888888888888,False,True,True,True,False,False,False,1697.44,196.0
C0468,U0183,New learning material,4,1,4,1.0,True,True,False,True,False,False,False,2381.0,229.0
C0469,U0123,Lecture_material_ms2039d0_hnxpxy,7,2,6,0.8571428571428571,False,True,True,False,False,False,False,1510.57,85.0
C0470,U0196,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,True,False,False,False,1435.0,59.0
C0471,U0266,New learning material,1,1,1,1.0,True,False,True,False,False,False,False,1672.0,50.0
C0472,U0041,Lecture_material_ms5r18w1_oe5xlz,2,1,2,1.0,True,True,False,True,False,False,False,2104.0,322.0
C0473,U0044,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,True,False,False,False,False,1819.0,328.0
C0474,U0141,Lecture_material_ms2lb2ke_c1je8j,5,2,4,0.8,False,True,False,True,False,False,True,2028.8,229.0
C0475,U0330,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1710.0,96.0
C0476,U0212,Lecture_material_ms5r18w1_oe5xlz,2,2,1,0.5,False,False,True,False,False,False,False,1414.0,67.5
C0477,U0238,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1593.0,146.0
C0478,U0125,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1652.0,200.0
C0479,U0322,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1755.0,208.0
C0480,U0362,Day1-C302,1,1,1,1.0,True,False,False,True,False,False,False,1793.0,227.0
C0481,U0197,Lecture_material_ms204v3b_r9mo78,1,1,1,1.0,True,False,True,False,False,False,False,1987.0,283.0
C0482,U0316,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,False,False,False,False,2111.0,213.0
C0483,U0201,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,True,False,False,False,1645.0,187.0
C0484,U0247,New learning material,3,1,0,0.0,False,False,False,True,False,False,False,4160.0,80.0
C0485,U0096,Lecture_material_ms2039d0_hnxpxy,2,1,2,1.0,True,True,False,True,False,False,False,1582.0,119.5
C0486,U0119,Lecture_material_ms2039d0_hnxpxy,1,1,1,1.0,True,False,False,True,False,False,False,1564.0,119.0
C0487,U0271,day02-c301,1,1,0,0.0,False,False,False,False,False,False,False,1550.0,5.0
C0488,U0255,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,False,True,False,False,False,1696.5,156.5
C0489,U0027,New learning material,2,1,0,0.0,False,False,True,False,False,False,False,4428.5,55.5
C0490,U0178,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1704.0,144.0
C0491,U0084,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,2139.0,270.0
C0492,U0187,Lecture_material_ms5rpr5o_wgl8wy,8,1,8,1.0,True,True,True,True,False,False,False,1522.0,92.5
C0493,U0294,Lecture_material_ms4x7dx1_t0qyxg,2,1,2,1.0,True,True,False,False,False,False,False,1738.0,233.5
C0494,U0217,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,True,False,False,False,1855.0,281.0
C0495,U0299,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,3596.0,191.5
C0496,U0347,Lecture_material_ms203vsq_ob7vqp,3,1,3,1.0,True,True,False,True,False,False,False,1590.0,208.0
C0497,U0140,New learning material,5,1,5,1.0,True,True,False,True,False,False,False,2038.0,109.0
